,ID,GrossMonthlyIncome,CreditCardPayment,CarPayment,StudentLoanPayments,AppraisedValue,DownPayment,LoanAmount,MonthlyMortgagePayment,CreditScore,Approval,Reason
5973,5974,2675.0,468.0,468.0,432.0,230266.0,23026.6,207239.4,873.73,801,No,"DTI is high, should be 43 or less prefereably less than 28%"
5974,5975,4732.0,240.0,422.0,292.0,271104.0,51509.76,219594.24,1611.3,518,No,"Credit Score is too low, should be 640 or above"
5975,5976,2377.0,462.0,361.0,445.0,320255.0,32025.5,288229.5,1215.19,846,No,"DTI is high, should be 43 or less prefereably less than 28%"
5976,5977,4627.0,344.0,407.0,425.0,246844.0,54305.68,192538.32,1412.78,501,No,"Credit Score is too low, should be 640 or above"
5977,5978,4513.0,471.0,355.0,269.0,270202.0,27020.2,243181.8,1305.45,711,No,"DTI is high, should be 43 or less prefereably less than 28%"
5978,5979,2329.0,354.0,476.0,333.0,468587.0,56230.44,412356.56,2472.29,658,No,"DTI is high, should be 43 or less prefereably less than 28%"
5979,5980,3141.0,244.0,376.0,271.0,448118.0,107548.32,340569.68,2498.98,507,No,"Credit Score is too low, should be 640 or above"
5980,5981,5737.0,363.0,420.0,213.0,284370.0,82467.3,201902.7,963.91,758,Yes,You pass all criteria
5981,5982,4137.0,278.0,426.0,275.0,495481.0,34683.67,460797.33,3381.17,543,No,"Credit Score is too low, should be 640 or above"
5982,5983,2983.0,298.0,350.0,370.0,317927.0,19075.62,298851.38,1791.77,685,No,"DTI is high, should be 43 or less prefereably less than 28%"
5983,5984,8284.0,343.0,451.0,264.0,476526.0,61948.38,414577.62,1979.26,767,No,"DTI is high, should be 43 or less prefereably less than 28%"
5984,5985,9467.0,478.0,445.0,322.0,385582.0,88683.86,296898.14,1251.73,812,Yes,You pass all criteria
5985,5986,2622.0,422.0,476.0,239.0,497522.0,99504.4,398017.6,1678.06,849,No,"DTI is high, should be 43 or less prefereably less than 28%"
5986,5987,4168.0,240.0,403.0,316.0,240613.0,24061.3,216551.7,1162.5,703,No,"DTI is high, should be 43 or less prefereably less than 28%"
5987,5988,9801.0,229.0,430.0,237.0,443463.0,79823.34,363639.66,2419.3,645,No,"DTI is high, should be 43 or less prefereably less than 28%"
5988,5989,8918.0,274.0,406.0,416.0,326783.0,91499.24,235283.76,1726.43,572,No,"Credit Score is too low, should be 640 or above"
5989,5990,5288.0,223.0,472.0,409.0,313296.0,90855.84,222440.16,1632.19,570,No,"Credit Score is too low, should be 640 or above"
5990,5991,9774.0,449.0,497.0,201.0,267074.0,34719.62,232354.38,1545.86,632,No,"Credit Score is too low, should be 640 or above"
5991,5992,2814.0,230.0,386.0,230.0,251042.0,22593.78,228448.22,1369.66,672,No,"DTI is high, should be 43 or less prefereably less than 28%"
5992,5993,7542.0,349.0,498.0,235.0,290809.0,61069.89,229739.11,968.59,840,Yes,You pass all criteria
5993,5994,7514.0,494.0,430.0,408.0,327665.0,62256.35,265408.65,1267.1,789,No,"DTI is high, should be 43 or less prefereably less than 28%"
5994,5995,2721.0,433.0,472.0,358.0,368303.0,69977.57,298325.43,1788.61,673,No,"DTI is high, should be 43 or less prefereably less than 28%"
5995,5996,7687.0,395.0,425.0,232.0,326198.0,16309.9,309888.1,1857.94,674,No,"DTI is high, should be 43 or less prefereably less than 28%"
5996,5997,8370.0,461.0,492.0,305.0,279782.0,30776.02,249005.98,1827.12,591,No,"Credit Score is too low, should be 640 or above"
5997,5998,7523.0,291.0,386.0,321.0,367058.0,44046.96,323011.04,2370.14,505,No,"Credit Score is too low, should be 640 or above"
5998,5999,6171.0,488.0,440.0,308.0,451080.0,72172.8,378907.2,2034.06,736,No,"DTI is high, should be 43 or less prefereably less than 28%"
5999,6000,4474.0,280.0,461.0,233.0,339442.0,74677.24,264764.76,1942.75,564,No,"Credit Score is too low, should be 640 or above"
6000,6001,6868.0,343.0,362.0,345.0,319606.0,57529.08,262076.92,1923.03,514,No,"Credit Score is too low, should be 640 or above"
6001,6002,8380.0,482.0,395.0,341.0,257748.0,74746.92,183001.08,1342.8,524,No,"Credit Score is too low, should be 640 or above"
6002,6003,5772.0,245.0,489.0,212.0,389307.0,66182.19,323124.81,1734.6,724,No,"DTI is high, should be 43 or less prefereably less than 28%"
6003,6004,5599.0,204.0,478.0,278.0,482680.0,72402.0,410278.0,2729.59,613,No,"Credit Score is too low, should be 640 or above"
6004,6005,7297.0,227.0,480.0,247.0,378711.0,60593.76,318117.24,1518.74,764,No,"DTI is high, should be 43 or less prefereably less than 28%"
6005,6006,2396.0,342.0,450.0,387.0,313920.0,91036.8,222883.2,1635.44,506,No,"Credit Score is too low, should be 640 or above"
6006,6007,9831.0,390.0,363.0,200.0,320339.0,70474.58,249864.42,1341.33,739,Yes,You pass all criteria
6007,6008,4311.0,430.0,488.0,308.0,499364.0,49936.4,449427.6,2412.62,736,No,"DTI is high, should be 43 or less prefereably less than 28%"
6008,6009,6855.0,236.0,499.0,417.0,494082.0,143283.78,350798.22,1478.98,825,Yes,You pass all criteria
6009,6010,9677.0,405.0,464.0,216.0,287617.0,14380.85,273236.15,1466.79,703,No,"DTI is high, should be 43 or less prefereably less than 28%"
6010,6011,9145.0,317.0,470.0,277.0,437212.0,30604.84,406607.16,2983.54,572,No,"Credit Score is too low, should be 640 or above"
6011,6012,7653.0,456.0,459.0,293.0,326070.0,55431.9,270638.1,1985.85,514,No,"Credit Score is too low, should be 640 or above"
6012,6013,3413.0,463.0,383.0,283.0,413396.0,62009.4,351386.6,1481.46,843,No,"DTI is high, should be 43 or less prefereably less than 28%"
6013,6014,4761.0,278.0,441.0,444.0,442246.0,48647.06,393598.94,2888.09,598,No,"Credit Score is too low, should be 640 or above"
6014,6015,9957.0,387.0,415.0,440.0,286979.0,66005.17,220973.83,1324.85,661,Yes,You pass all criteria
6015,6016,3079.0,431.0,486.0,210.0,305047.0,51857.99,253189.01,1208.76,777,No,"DTI is high, should be 43 or less prefereably less than 28%"
6016,6017,4070.0,311.0,431.0,338.0,380799.0,72351.81,308447.19,2052.11,616,No,"Credit Score is too low, should be 640 or above"
6017,6018,3050.0,235.0,492.0,332.0,414809.0,103702.25,311106.75,2282.79,579,No,"Credit Score is too low, should be 640 or above"
6018,6019,9770.0,314.0,466.0,263.0,390151.0,50719.63,339431.37,2258.25,607,No,"Credit Score is too low, should be 640 or above"
6019,6020,8143.0,375.0,440.0,395.0,425387.0,34030.96,391356.04,2603.7,700,No,"DTI is high, should be 43 or less prefereably less than 28%"
6020,6021,2239.0,328.0,391.0,225.0,383350.0,92004.0,291346.0,1746.77,680,No,"DTI is high, should be 43 or less prefereably less than 28%"
6021,6022,9914.0,250.0,420.0,292.0,411309.0,28791.63,382517.37,1612.71,823,No,"DTI is high, should be 43 or less prefereably less than 28%"
6022,6023,9638.0,206.0,427.0,251.0,418473.0,112987.71,305485.29,1287.94,830,Yes,You pass all criteria
6023,6024,6431.0,448.0,418.0,243.0,318942.0,79735.5,239206.5,1008.5,749,Yes,You pass all criteria
6024,6025,8025.0,495.0,470.0,424.0,441053.0,44105.3,396947.7,1673.55,801,No,"DTI is high, should be 43 or less prefereably less than 28%"
6025,6026,5639.0,413.0,373.0,349.0,434950.0,95689.0,339261.0,2489.38,563,No,"Credit Score is too low, should be 640 or above"
6026,6027,6646.0,487.0,356.0,323.0,341407.0,85351.75,256055.25,1878.84,799,No,"DTI is high, should be 43 or less prefereably less than 28%"
6027,6028,6308.0,470.0,454.0,385.0,405451.0,89199.22,316251.78,1697.71,716,No,"DTI is high, should be 43 or less prefereably less than 28%"
6028,6029,6258.0,432.0,370.0,288.0,416255.0,33300.4,382954.6,1614.55,844,No,"DTI is high, should be 43 or less prefereably less than 28%"
6029,6030,8333.0,208.0,361.0,240.0,383955.0,57593.25,326361.75,1375.95,811,No,"DTI is high, should be 43 or less prefereably less than 28%"
6030,6031,6264.0,238.0,463.0,313.0,388035.0,93128.4,294906.6,2163.92,505,No,"Credit Score is too low, should be 640 or above"
6031,6032,9638.0,483.0,354.0,226.0,303865.0,82043.55,221821.45,1475.78,631,No,"Credit Score is too low, should be 640 or above"
6032,6033,6908.0,219.0,457.0,318.0,231536.0,46307.2,185228.8,994.35,747,Yes,You pass all criteria
6033,6034,7972.0,219.0,384.0,330.0,264096.0,76587.84,187508.16,1247.5,623,No,"Credit Score is too low, should be 640 or above"
6034,6035,3551.0,335.0,420.0,335.0,469472.0,79810.24,389661.76,2859.2,557,No,"Credit Score is too low, should be 640 or above"
6035,6036,3239.0,376.0,475.0,369.0,489605.0,39168.4,450436.6,2418.04,718,No,"DTI is high, should be 43 or less prefereably less than 28%"
6036,6037,8453.0,293.0,391.0,412.0,372366.0,78196.86,294169.14,1240.23,819,Yes,You pass all criteria
6037,6038,7274.0,367.0,442.0,308.0,440585.0,39652.65,400932.35,1914.11,765,No,"DTI is high, should be 43 or less prefereably less than 28%"
6038,6039,9187.0,415.0,351.0,417.0,299754.0,59950.8,239803.2,1759.59,591,No,"Credit Score is too low, should be 640 or above"
6039,6040,7751.0,241.0,351.0,354.0,296382.0,62240.22,234141.78,1718.05,586,No,"Credit Score is too low, should be 640 or above"
6040,6041,3105.0,485.0,377.0,404.0,463071.0,37045.68,426025.32,3126.02,590,No,"Credit Score is too low, should be 640 or above"
6041,6042,4230.0,354.0,357.0,261.0,403000.0,20150.0,382850.0,1827.78,793,No,"DTI is high, should be 43 or less prefereably less than 28%"
6042,6043,9179.0,256.0,375.0,325.0,324856.0,29237.04,295618.96,1411.33,793,No,"DTI is high, should be 43 or less prefereably less than 28%"
6043,6044,2438.0,359.0,379.0,366.0,428809.0,68609.44,360199.56,2643.02,554,No,"Credit Score is too low, should be 640 or above"
6044,6045,9080.0,330.0,488.0,244.0,398302.0,19915.1,378386.9,2031.26,733,No,"DTI is high, should be 43 or less prefereably less than 28%"
6045,6046,5948.0,426.0,467.0,253.0,459575.0,64340.5,395234.5,1886.91,791,No,"DTI is high, should be 43 or less prefereably less than 28%"
6046,6047,3026.0,380.0,470.0,392.0,482676.0,139976.04,342699.96,2279.99,638,No,"Credit Score is too low, should be 640 or above"
6047,6048,7245.0,422.0,472.0,245.0,245800.0,46702.0,199098.0,1460.91,583,No,"Credit Score is too low, should be 640 or above"
6048,6049,9017.0,208.0,455.0,280.0,376120.0,18806.0,357314.0,2621.84,595,No,"Credit Score is too low, should be 640 or above"
6049,6050,8971.0,386.0,351.0,272.0,490796.0,83435.32,407360.68,2186.8,712,No,"DTI is high, should be 43 or less prefereably less than 28%"
6050,6051,5001.0,207.0,454.0,393.0,461080.0,41497.2,419582.8,1768.98,842,No,"DTI is high, should be 43 or less prefereably less than 28%"
6051,6052,2526.0,462.0,479.0,438.0,263936.0,65984.0,197952.0,1062.65,707,No,"DTI is high, should be 43 or less prefereably less than 28%"
6052,6053,3533.0,330.0,423.0,382.0,442362.0,101743.26,340618.74,1828.52,708,No,"DTI is high, should be 43 or less prefereably less than 28%"
6053,6054,2178.0,206.0,455.0,424.0,365031.0,94908.06,270122.94,1982.07,518,No,"Credit Score is too low, should be 640 or above"
6054,6055,2974.0,343.0,357.0,210.0,359595.0,21575.7,338019.3,1425.1,828,No,"DTI is high, should be 43 or less prefereably less than 28%"
6055,6056,3060.0,213.0,414.0,253.0,403414.0,72614.52,330799.48,2427.29,554,No,"Credit Score is too low, should be 640 or above"
6056,6057,7093.0,494.0,447.0,264.0,455594.0,86562.86,369031.14,1555.85,843,No,"DTI is high, should be 43 or less prefereably less than 28%"
6057,6058,9481.0,492.0,398.0,215.0,247205.0,12360.25,234844.75,1562.43,625,No,"Credit Score is too low, should be 640 or above"
6058,6059,2478.0,411.0,436.0,321.0,257768.0,28354.48,229413.52,1231.54,729,No,"DTI is high, should be 43 or less prefereably less than 28%"
6059,6060,5388.0,291.0,463.0,427.0,242858.0,60714.5,182143.5,1336.5,526,No,"Credit Score is too low, should be 640 or above"
6060,6061,4960.0,399.0,409.0,412.0,469981.0,89296.39,380684.61,2793.33,557,No,"Credit Score is too low, should be 640 or above"
6061,6062,5415.0,290.0,461.0,272.0,307696.0,24615.68,283080.32,1697.21,685,No,"DTI is high, should be 43 or less prefereably less than 28%"
6062,6063,7226.0,414.0,449.0,416.0,423168.0,46548.48,376619.52,2258.02,691,No,"DTI is high, should be 43 or less prefereably less than 28%"
6063,6064,8604.0,487.0,478.0,384.0,453473.0,131507.17,321965.83,1537.11,778,Yes,You pass all criteria
6064,6065,6164.0,388.0,475.0,413.0,284117.0,36935.21,247181.79,1180.08,781,No,"DTI is high, should be 43 or less prefereably less than 28%"
6065,6066,9735.0,283.0,355.0,309.0,418007.0,54340.91,363666.09,2419.48,637,No,"Credit Score is too low, should be 640 or above"
6066,6067,7389.0,393.0,470.0,364.0,354498.0,31904.82,322593.18,1934.11,678,No,"DTI is high, should be 43 or less prefereably less than 28%"
6067,6068,5519.0,394.0,410.0,242.0,340317.0,54450.72,285866.28,2097.59,583,No,"Credit Score is too low, should be 640 or above"
6068,6069,3836.0,410.0,352.0,258.0,322212.0,16110.6,306101.4,1290.54,827,No,"DTI is high, should be 43 or less prefereably less than 28%"
6069,6070,5640.0,251.0,352.0,234.0,338703.0,74514.66,264188.34,1583.94,686,Yes,You pass all criteria
6070,6071,3086.0,487.0,353.0,249.0,454153.0,127162.84,326990.16,2175.47,625,No,"Credit Score is too low, should be 640 or above"
6071,6072,5644.0,460.0,353.0,290.0,490745.0,103056.45,387688.55,2081.2,714,No,"DTI is high, should be 43 or less prefereably less than 28%"
6072,6073,5081.0,256.0,413.0,319.0,352333.0,49326.62,303006.38,2223.35,503,No,"Credit Score is too low, should be 640 or above"
6073,6074,2537.0,441.0,432.0,327.0,248258.0,42203.86,206054.14,983.73,769,No,"DTI is high, should be 43 or less prefereably less than 28%"
6074,6075,5851.0,477.0,450.0,312.0,445173.0,97938.06,347234.94,1864.03,739,No,"DTI is high, should be 43 or less prefereably less than 28%"
6075,6076,8610.0,252.0,379.0,363.0,246456.0,36968.4,209487.6,1255.98,680,No,"DTI is high, should be 43 or less prefereably less than 28%"
6076,6077,7970.0,305.0,478.0,398.0,452253.0,131153.37,321099.63,1353.77,823,Yes,You pass all criteria
6077,6078,4168.0,484.0,357.0,346.0,268927.0,64542.48,204384.52,1097.18,742,No,"DTI is high, should be 43 or less prefereably less than 28%"
6078,6079,3562.0,411.0,417.0,289.0,274071.0,27407.1,246663.9,1039.94,839,No,"DTI is high, should be 43 or less prefereably less than 28%"
6079,6080,4162.0,241.0,373.0,303.0,309459.0,15472.95,293986.05,1578.18,739,No,"DTI is high, should be 43 or less prefereably less than 28%"
6080,6081,8309.0,370.0,488.0,293.0,387119.0,42583.09,344535.91,1452.58,816,No,"DTI is high, should be 43 or less prefereably less than 28%"
6081,6082,4697.0,359.0,431.0,374.0,341479.0,44392.27,297086.73,1594.83,737,No,"DTI is high, should be 43 or less prefereably less than 28%"
6082,6083,8229.0,343.0,429.0,434.0,234065.0,63197.55,170867.45,917.25,726,Yes,You pass all criteria
6083,6084,5415.0,332.0,376.0,250.0,289391.0,40514.74,248876.26,1336.02,702,No,"DTI is high, should be 43 or less prefereably less than 28%"
6084,6085,6480.0,417.0,445.0,365.0,274905.0,38486.7,236418.3,1128.7,757,No,"DTI is high, should be 43 or less prefereably less than 28%"
6085,6086,6541.0,292.0,416.0,354.0,248699.0,12434.95,236264.05,1127.96,796,No,"DTI is high, should be 43 or less prefereably less than 28%"
6086,6087,4226.0,401.0,470.0,445.0,367378.0,62454.26,304923.74,2237.42,538,No,"Credit Score is too low, should be 640 or above"
6087,6088,5128.0,322.0,373.0,257.0,454985.0,77347.45,377637.55,1802.9,773,No,"DTI is high, should be 43 or less prefereably less than 28%"
6088,6089,2567.0,447.0,428.0,217.0,293621.0,38170.73,255450.27,1219.56,755,No,"DTI is high, should be 43 or less prefereably less than 28%"
6089,6090,6207.0,250.0,490.0,379.0,430923.0,60329.22,370593.78,1562.44,848,No,"DTI is high, should be 43 or less prefereably less than 28%"
6090,6091,5500.0,254.0,494.0,264.0,486393.0,48639.3,437753.7,2912.39,609,No,"Credit Score is too low, should be 640 or above"
6091,6092,4704.0,460.0,463.0,265.0,378229.0,86992.67,291236.33,1227.86,810,No,"DTI is high, should be 43 or less prefereably less than 28%"
6092,6093,4049.0,413.0,422.0,321.0,361617.0,47010.21,314606.79,1688.88,725,No,"DTI is high, should be 43 or less prefereably less than 28%"
6093,6094,5651.0,365.0,371.0,291.0,343806.0,58447.02,285358.98,1531.87,714,No,"DTI is high, should be 43 or less prefereably less than 28%"
6094,6095,3846.0,302.0,410.0,257.0,496350.0,64525.5,431824.5,2061.6,755,No,"DTI is high, should be 43 or less prefereably less than 28%"
6095,6096,5773.0,285.0,398.0,251.0,482625.0,135135.0,347490.0,2311.86,637,No,"Credit Score is too low, should be 640 or above"
6096,6097,6744.0,388.0,368.0,286.0,484905.0,96981.0,387924.0,2082.46,721,No,"DTI is high, should be 43 or less prefereably less than 28%"
6097,6098,2174.0,238.0,435.0,304.0,250898.0,45161.64,205736.36,1368.77,632,No,"Credit Score is too low, should be 640 or above"
6098,6099,7700.0,234.0,408.0,425.0,388317.0,27182.19,361134.81,2165.19,675,No,"DTI is high, should be 43 or less prefereably less than 28%"
6099,6100,2604.0,455.0,490.0,365.0,385578.0,23134.68,362443.32,2411.34,621,No,"Credit Score is too low, should be 640 or above"
6100,6101,9315.0,408.0,380.0,235.0,409276.0,28649.32,380626.68,2282.05,667,No,"DTI is high, should be 43 or less prefereably less than 28%"
6101,6102,4918.0,477.0,379.0,437.0,313852.0,50216.32,263635.68,1934.47,558,No,"Credit Score is too low, should be 640 or above"
6102,6103,2765.0,303.0,357.0,251.0,375327.0,52545.78,322781.22,2368.45,537,No,"Credit Score is too low, should be 640 or above"
6103,6104,5336.0,467.0,475.0,232.0,347573.0,90368.98,257204.02,1380.73,730,No,"DTI is high, should be 43 or less prefereably less than 28%"
6104,6105,5253.0,222.0,465.0,392.0,483738.0,125771.88,357966.12,1921.64,716,No,"DTI is high, should be 43 or less prefereably less than 28%"
6105,6106,3857.0,230.0,358.0,424.0,312120.0,43696.8,268423.2,1131.68,835,No,"DTI is high, should be 43 or less prefereably less than 28%"
6106,6107,9961.0,312.0,485.0,283.0,373567.0,67242.06,306324.94,2247.7,580,No,"Credit Score is too low, should be 640 or above"
6107,6108,6902.0,448.0,367.0,225.0,372724.0,63363.08,309360.92,1660.72,716,No,"DTI is high, should be 43 or less prefereably less than 28%"
6108,6109,9534.0,237.0,405.0,416.0,264261.0,29068.71,235192.29,991.58,833,No,"DTI is high, should be 43 or less prefereably less than 28%"
6109,6110,6813.0,399.0,436.0,335.0,278335.0,13916.75,264418.25,1114.8,842,No,"DTI is high, should be 43 or less prefereably less than 28%"
6110,6111,4240.0,279.0,455.0,435.0,289689.0,14484.45,275204.55,1477.36,737,No,"DTI is high, should be 43 or less prefereably less than 28%"
6111,6112,3377.0,327.0,442.0,332.0,396267.0,99066.75,297200.25,1781.87,695,No,"DTI is high, should be 43 or less prefereably less than 28%"
6112,6113,7640.0,443.0,475.0,200.0,394475.0,90729.25,303745.75,1821.11,682,Yes,You pass all criteria
6113,6114,6451.0,326.0,363.0,212.0,345066.0,69013.2,276052.8,1317.92,779,Yes,You pass all criteria
6114,6115,8247.0,492.0,398.0,447.0,276570.0,33188.4,243381.6,1619.22,622,No,"Credit Score is too low, should be 640 or above"
6115,6116,7876.0,320.0,398.0,211.0,246410.0,61602.5,184807.5,882.3,791,Yes,You pass all criteria
6116,6117,2715.0,248.0,479.0,263.0,404464.0,40446.4,364017.6,1954.13,728,No,"DTI is high, should be 43 or less prefereably less than 28%"
6117,6118,5199.0,311.0,468.0,288.0,334090.0,70158.9,263931.1,1755.94,627,No,"Credit Score is too low, should be 640 or above"
6118,6119,7922.0,241.0,442.0,306.0,408993.0,85888.53,323104.47,1734.49,725,Yes,You pass all criteria
6119,6120,8653.0,478.0,443.0,301.0,492160.0,68902.4,423257.6,1784.47,824,No,"DTI is high, should be 43 or less prefereably less than 28%"
6120,6121,4681.0,462.0,452.0,373.0,259400.0,54474.0,204926.0,1228.63,655,No,"DTI is high, should be 43 or less prefereably less than 28%"
6121,6122,6370.0,409.0,405.0,290.0,269426.0,48496.68,220929.32,1186.0,728,No,"DTI is high, should be 43 or less prefereably less than 28%"
6122,6123,8240.0,426.0,473.0,440.0,254892.0,38233.8,216658.2,1034.36,792,No,"DTI is high, should be 43 or less prefereably less than 28%"
6123,6124,3989.0,379.0,458.0,233.0,423441.0,29640.87,393800.13,2889.57,592,No,"Credit Score is too low, should be 640 or above"
6124,6125,8169.0,304.0,417.0,405.0,320913.0,51346.08,269566.92,1447.09,712,No,"DTI is high, should be 43 or less prefereably less than 28%"
6125,6126,2895.0,302.0,475.0,292.0,295115.0,26560.35,268554.65,1441.66,743,No,"DTI is high, should be 43 or less prefereably less than 28%"
6126,6127,9398.0,297.0,378.0,302.0,323055.0,29074.95,293980.05,1239.43,814,No,"DTI is high, should be 43 or less prefereably less than 28%"
6127,6128,6157.0,272.0,415.0,365.0,488222.0,102526.62,385695.38,2566.04,642,No,"DTI is high, should be 43 or less prefereably less than 28%"
6128,6129,5362.0,261.0,381.0,281.0,372937.0,55940.55,316996.45,2108.99,602,No,"Credit Score is too low, should be 640 or above"
6129,6130,5545.0,326.0,495.0,344.0,445875.0,40128.75,405746.25,2699.44,619,No,"Credit Score is too low, should be 640 or above"
6130,6131,8921.0,480.0,434.0,351.0,237106.0,54534.38,182571.62,980.08,721,Yes,You pass all criteria
6131,6132,3287.0,206.0,368.0,439.0,308194.0,27737.46,280456.54,1338.94,793,No,"DTI is high, should be 43 or less prefereably less than 28%"
6132,6133,5021.0,395.0,366.0,395.0,367452.0,73490.4,293961.6,1239.35,846,No,"DTI is high, should be 43 or less prefereably less than 28%"
6133,6134,8607.0,209.0,488.0,423.0,382243.0,87915.89,294327.11,1240.89,805,Yes,You pass all criteria
6134,6135,9158.0,371.0,480.0,394.0,434473.0,30413.11,404059.89,2169.08,713,No,"DTI is high, should be 43 or less prefereably less than 28%"
6135,6136,7342.0,345.0,446.0,406.0,394395.0,106486.65,287908.35,1213.83,825,Yes,You pass all criteria
6136,6137,8058.0,258.0,439.0,325.0,279161.0,80956.69,198204.31,1318.66,618,No,"Credit Score is too low, should be 640 or above"
6137,6138,2895.0,265.0,467.0,386.0,318619.0,28675.71,289943.29,2127.5,546,No,"Credit Score is too low, should be 640 or above"
6138,6139,5270.0,404.0,429.0,301.0,485740.0,53431.4,432308.6,3172.13,543,No,"Credit Score is too low, should be 640 or above"
6139,6140,9599.0,472.0,376.0,229.0,378531.0,98418.06,280112.94,1863.6,618,No,"Credit Score is too low, should be 640 or above"
6140,6141,3446.0,221.0,490.0,288.0,291528.0,72882.0,218646.0,1604.35,505,No,"Credit Score is too low, should be 640 or above"
6141,6142,9753.0,377.0,373.0,281.0,435622.0,104549.28,331072.72,2202.64,626,No,"Credit Score is too low, should be 640 or above"
6142,6143,4634.0,452.0,392.0,355.0,491029.0,93295.51,397733.49,1898.84,775,No,"DTI is high, should be 43 or less prefereably less than 28%"
6143,6144,5636.0,300.0,352.0,260.0,250682.0,60163.68,190518.32,1397.96,512,No,"Credit Score is too low, should be 640 or above"
6144,6145,2883.0,226.0,374.0,221.0,262723.0,70935.21,191787.79,915.62,757,No,"DTI is high, should be 43 or less prefereably less than 28%"
6145,6146,5367.0,297.0,398.0,261.0,343455.0,75560.1,267894.9,1965.72,501,No,"Credit Score is too low, should be 640 or above"
6146,6147,6078.0,275.0,482.0,292.0,438897.0,127280.13,311616.87,2073.19,614,No,"Credit Score is too low, should be 640 or above"
6147,6148,6641.0,217.0,462.0,426.0,247592.0,29711.04,217880.96,1040.2,776,No,"DTI is high, should be 43 or less prefereably less than 28%"
6148,6149,7493.0,263.0,468.0,262.0,371532.0,81737.04,289794.96,1555.68,730,Yes,You pass all criteria
6149,6150,5958.0,386.0,419.0,448.0,397522.0,107330.94,290191.06,1739.84,676,No,"DTI is high, should be 43 or less prefereably less than 28%"
6150,6151,9877.0,247.0,482.0,420.0,416743.0,79181.17,337561.83,2245.81,607,No,"Credit Score is too low, should be 640 or above"
6151,6152,4290.0,458.0,413.0,439.0,425546.0,51065.52,374480.48,1578.82,844,No,"DTI is high, should be 43 or less prefereably less than 28%"
6152,6153,8600.0,330.0,410.0,263.0,470939.0,117734.75,353204.25,2349.88,644,Yes,You pass all criteria
6153,6154,5097.0,365.0,488.0,280.0,256400.0,46152.0,210248.0,1398.79,646,No,"DTI is high, should be 43 or less prefereably less than 28%"
6154,6155,7248.0,341.0,394.0,253.0,418325.0,87848.25,330476.75,1981.38,678,Yes,You pass all criteria
6155,6156,8885.0,453.0,444.0,378.0,252509.0,53026.89,199482.11,1196.0,678,Yes,You pass all criteria
6156,6157,9121.0,215.0,358.0,257.0,266381.0,47948.58,218432.42,1453.24,644,No,"DTI is high, should be 43 or less prefereably less than 28%"
6157,6158,9925.0,420.0,408.0,271.0,326600.0,16330.0,310270.0,2064.23,601,No,"Credit Score is too low, should be 640 or above"
6158,6159,7192.0,472.0,454.0,427.0,410970.0,98632.8,312337.2,2077.99,614,No,"Credit Score is too low, should be 640 or above"
6159,6160,4190.0,451.0,393.0,408.0,384875.0,30790.0,354085.0,2122.92,665,No,"DTI is high, should be 43 or less prefereably less than 28%"
6160,6161,4649.0,234.0,363.0,397.0,425110.0,34008.8,391101.2,2344.85,667,No,"DTI is high, should be 43 or less prefereably less than 28%"
6161,6162,8991.0,367.0,482.0,204.0,472382.0,136990.78,335391.22,2231.37,617,No,"Credit Score is too low, should be 640 or above"
6162,6163,6022.0,465.0,446.0,314.0,286248.0,77286.96,208961.04,1390.22,649,No,"DTI is high, should be 43 or less prefereably less than 28%"
6163,6164,3577.0,449.0,359.0,321.0,406162.0,89355.64,316806.36,2324.61,590,No,"Credit Score is too low, should be 640 or above"
6164,6165,8599.0,285.0,440.0,252.0,341061.0,81854.64,259206.36,1391.48,742,Yes,You pass all criteria
6165,6166,6051.0,339.0,441.0,237.0,257466.0,36045.24,221420.76,1057.1,756,No,"DTI is high, should be 43 or less prefereably less than 28%"
6166,6167,7543.0,202.0,448.0,446.0,460830.0,78341.1,382488.9,2053.28,724,No,"DTI is high, should be 43 or less prefereably less than 28%"
6167,6168,7661.0,254.0,488.0,200.0,338923.0,23724.61,315198.39,1504.81,757,No,"DTI is high, should be 43 or less prefereably less than 28%"
6168,6169,2751.0,469.0,462.0,211.0,482399.0,77183.84,405215.16,1934.56,756,No,"DTI is high, should be 43 or less prefereably less than 28%"
6169,6170,4635.0,398.0,477.0,336.0,331928.0,36512.08,295415.92,1410.36,770,No,"DTI is high, should be 43 or less prefereably less than 28%"
6170,6171,7476.0,380.0,404.0,329.0,388076.0,69853.68,318222.32,2117.14,641,No,"DTI is high, should be 43 or less prefereably less than 28%"
6171,6172,7509.0,462.0,402.0,391.0,314786.0,91287.94,223498.06,1639.95,522,No,"Credit Score is too low, should be 640 or above"
6172,6173,2750.0,308.0,380.0,259.0,407692.0,20384.6,387307.4,1632.9,845,No,"DTI is high, should be 43 or less prefereably less than 28%"
6173,6174,2667.0,234.0,399.0,318.0,441110.0,48522.1,392587.9,2880.67,599,No,"Credit Score is too low, should be 640 or above"
6174,6175,9718.0,257.0,481.0,212.0,453530.0,131523.7,322006.3,2142.32,636,No,"Credit Score is too low, should be 640 or above"
6175,6176,6450.0,323.0,398.0,409.0,463322.0,37065.76,426256.24,2035.01,755,No,"DTI is high, should be 43 or less prefereably less than 28%"
6176,6177,5233.0,386.0,436.0,396.0,305524.0,73325.76,232198.24,1246.49,744,No,"DTI is high, should be 43 or less prefereably less than 28%"
